statement,alternative_a,alternative_b,alternative_c,alternative_d,alternative_e,correct_answer,position,board,contest,subject,topic,year,explanation,organization,exam,page,question,references,keywords,status,package,package_version
"Uma pessoa portadora de esquizofrenia paranoide tem prescrição médica de clorpromazina 25 mg a cada 08 horas; haloperidol 5 mg a cada 08 horas e prometazina 25 mg a cada 08 horas. Quanto aos medicamentos prescritos, é correto afirmar que",clorpromazina e haloperidol são usados para diminuir os sintomas psicóticos e a prometazina para evitar uma reação alérgica dos outros medicamentos.,clorpromazina e haloperidol são usados para diminuir os sintomas psicóticos e a prometazina para neutralizar os efeitos adversos do haloperidol.,clorpromazina é usada para crises hipertensivas; haloperidol para diminuir os sintomas psicóticos e a prometazina para potencializar os efeitos do haloperidol.,clorpromazina e haloperidol são usados para diminuir a agitação psicomotora e a prometazina para auxiliar na sedação.,clorpromazina e haloperidol são usados para melhorar a interação social e a prometazina para neutralizar os efeitos adversos do haloperidol.,B,enfermeiro,instituto-aocp,concurso-publico-ebserh-nacional-edital-03-2015-area-assistencial,saude-mental,farmacologia-psiquiatrica,2016,"Clorpromazina e haloperidol são antipsicóticos (típicos) usados para reduzir sintomas psicóticos; a prometazina, anti-histamínico com ação anticolinérgica, é comumente associada para neutralizar/prevenir efeitos extrapiramidais (EPS) do haloperidol — combinação farmacológica clássica na prática psiquiátrica brasileira.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público 09/2015 – EBSERH/Concurso Nacional — Edital nº 03 (Enfermeiro - Saúde Mental),10,33,,"clorpromazina,haloperidol,prometazina,efeitos extrapiramidais",ACTIVE,banco-de-questoes-enfermagem,1.0
"A Portaria n.º 3.088 de 23 de dezembro de 2011 institui a Rede de Atenção Psicossocial (RAPS) para pessoas com sofrimento ou transtorno mental e com necessidades decorrentes do uso de crack, álcool e outras drogas, no âmbito do Sistema Único de Saúde (SUS). É/são componente(s) da RAPS:","a atenção básica em saúde, formada pelos pontos de ação: unidades básicas de saúde, consultórios de rua e ambulatórios de saúde mental, entre outros.","a atenção psicossocial especializada, formada pelos pontos de ação: centros de atenção psicossocial e consultórios de rua.","a atenção de urgência e emergência, formada pelos pontos de ação: SAMU 192, Sala de Estabilização, UPA 24 horas, portas hospitalares de atenção à urgência/pronto-socorro, Unidades Básicas de Saúde, entre outros.","a atenção hospitalar, formada pelos pontos de atenção: enfermaria especializada em Hospital Geral e hospitais psiquiátricos que ainda permanecem cadastrados pelos SUS, até o seu fechamento.",as estratégias de desinstitucionalização (Serviços Residenciais Terapêuticos) e de reabilitação psicossocial (consultórios de rua).,C,enfermeiro,instituto-aocp,concurso-publico-ebserh-nacional-edital-03-2015-area-assistencial,saude-mental,rede-de-atencao-psicossocial-raps,2016,"A Portaria nº 3.088/2011 (conteúdo hoje consolidado na Portaria de Consolidação nº 3/2017, Anexo III) define o componente ""Atenção de Urgência e Emergência"" exatamente com os pontos SAMU 192, Sala de Estabilização, UPA 24h, portas hospitalares de urgência/pronto-socorro e Unidades Básicas de Saúde — texto reproduzido literalmente na alternativa C. As demais alternativas trocam pontos de atenção entre componentes (ex.: ""consultórios de rua"" pertence à Atenção Básica, não à Atenção Psicossocial Especializada nem à desinstitucionalização).",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público 09/2015 – EBSERH/Concurso Nacional — Edital nº 03 (Enfermeiro - Saúde Mental),11,34,"Portaria nº 3.088/2011 (consolidada na Portaria de Consolidação nº 3/2017, Anexo III)","RAPS,rede de atenção psicossocial,urgência e emergência",ACTIVE,banco-de-questoes-enfermagem,1.0
"Sobre os transtornos de ansiedade, é correto afirmar que","o transtorno obsessivo compulsivo é marcado pela presença obrigatória de obsessões e compulsões, ainda que a pessoa reconheça esses atos como excessivos e irracionais, além de fadiga fácil e constante, dificuldade de concentração, tensão muscular e problemas de sono.","o transtorno de ansiedade generalizada é caracterizado por ansiedade e preocupações crônicas, irrealistas e excessivas, inquietação, agitação ou nervosismo, quadro esse identificado como um ataque de pânico.","as fobias são medos marcados pela presença ou antecipação de um objeto ou situação específica, que provoca geralmente uma resposta imediata de ansiedade ou ataque de pânico; assim, o enfermeiro deve propiciar o contato da pessoa com o objeto que desencadeia a fobia, a fim de diminuir gradativamente esse medo.","o transtorno obsessivo compulsivo é marcado pela presença obrigatória de obsessões (padrões comportamentais ou atitudes indesejáveis e repetitivas, como rezar, limpar, trancar, cuja intenção é reduzir a ansiedade) e compulsões (ideias, pensamentos ou impulsos mentais indesejáveis e persistentes que geram uma ansiedade ou angústia significativa, como pensamentos sobre contaminação, ordem e simetria, entre outros).","o transtorno de pânico é caracterizado por ataques de pânico recorrentes, que surgem de maneira repentina e se caracterizam por apreensão intensa, medo ou terror, associados a sentimentos de ameaça iminente e grande desconforto físico.",E,enfermeiro,instituto-aocp,concurso-publico-ebserh-nacional-edital-03-2015-area-assistencial,saude-mental,transtornos-mentais-e-comportamentais,2016,"A alternativa E reproduz a definição clássica de Transtorno de Pânico: ataques recorrentes e súbitos de apreensão/medo/terror intensos com sensação de ameaça iminente e desconforto físico. As alternativas A e D invertem as definições de obsessão (pensamento intrusivo) e compulsão (comportamento repetitivo); B erra ao identificar o quadro crônico do TAG como um ""ataque de pânico"" (que é episódico, não crônico); C recomenda exposição ao estímulo fóbico sem o protocolo gradual e controlado necessário, simplificando indevidamente a técnica.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público 09/2015 – EBSERH/Concurso Nacional — Edital nº 03 (Enfermeiro - Saúde Mental),11,35,,"transtorno de pânico,TAG,TOC,fobias",ACTIVE,banco-de-questoes-enfermagem,1.0
"Com relação à assistência para a pessoa com Transtorno Obsessivo Compulsivo (TOC) que lava as mãos compulsivamente, qual das seguintes alternativas NÃO é indicada que o enfermeiro realize?",Manter sempre o banheiro fechado para que a pessoa não tenha como lavar as mãos.,"Explicar o comportamento à pessoa portadora de transtorno, uma vez que parece não compreender sua inadequação.","Oferecer atividades terapêuticas manuais e lúdicas, que auxiliem na mudança do foco da obsessão.","Acompanhar a pessoa nas atividades de higiene, auxiliando na realização do comportamento de maneira não-compulsiva.",Estimular a interação social.,A,enfermeiro,instituto-aocp,concurso-publico-ebserh-nacional-edital-03-2015-area-assistencial,saude-mental,transtornos-mentais-e-comportamentais,2016,"Impedir fisicamente o acesso ao banheiro é uma medida punitiva/restritiva, não terapêutica, e não figura entre as abordagens recomendadas para TOC (que envolvem psicoeducação, redirecionamento de foco, acompanhamento estruturado das atividades de higiene e estímulo à interação social) — por isso é a conduta corretamente identificada como NÃO indicada.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público 09/2015 – EBSERH/Concurso Nacional — Edital nº 03 (Enfermeiro - Saúde Mental),11,36,,"TOC,transtorno obsessivo compulsivo,intervenção de enfermagem",ACTIVE,banco-de-questoes-enfermagem,1.0
"Uma das classes de fármacos que pode ser utilizada para o tratamento dos transtornos de ansiedade são os benzodiazepínicos, como Alprazolam, Clonazepam e Diazepam. Em relação aos efeitos comuns dos benzodiazepínicos em situações habituais, analise as assertivas e assinale a alternativa que aponta as corretas. I. Boca seca e aumento do apetite. II. Depressão do Sistema Nervoso Central (SNC), que vai de sonolência à depressão respiratória. III. Fraqueza, náuseas, vômitos, dores abdominais e diarreia. IV. Risco de tolerância e dependência. V. Insônia e agitação psicomotora. VI. Alucinações e alterações do pensamento.","Apenas II, III, IV.","Apenas I, II, IV e VI.","Apenas I, II, III e IV.","Apenas II, IV, V e VI.",Apenas II e IV.,A,enfermeiro,instituto-aocp,concurso-publico-ebserh-nacional-edital-03-2015-area-assistencial,saude-mental,farmacologia-psiquiatrica,2016,"Depressão do SNC (sonolência a depressão respiratória) e risco de tolerância/dependência são efeitos centrais e amplamente descritos dos benzodiazepínicos; queixas gastrointestinais leves (fraqueza, náuseas, desconforto abdominal) também constam do perfil de efeitos adversos em referências farmacológicas. Insônia/agitação e alucinações são efeitos opostos ao esperado (os BZDs são depressores, não estimulantes, do SNC) e não correspondem ao uso em situações habituais.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público 09/2015 – EBSERH/Concurso Nacional — Edital nº 03 (Enfermeiro - Saúde Mental),12,37,,"benzodiazepínicos,efeitos adversos,farmacologia",ACTIVE,banco-de-questoes-enfermagem,1.0
"Ao prestar assistência a uma pessoa com depressão, um enfermeiro identifica os seguintes diagnósticos de enfermagem: risco de suicídio, baixa autoestima, isolamento social/interação social prejudicada, nutrição alterada: ingestão menor que as necessidades do organismo e déficit no autocuidado (higiene e arrumação). Assinale a alternativa que apresenta a justificativa correta para a elaboração desses diagnósticos pelo enfermeiro.","O enfermeiro deve pensar em risco de suicídio devido ao humor rebaixado, sentimentos de impotência e inutilidade, disponibilidade de meios e delírios místicos.","O diagnóstico de baixa autoestima é elaborado por causa da expressão de desamparo, inutilidade, culpa e vergonha, hipersensibilidade a ofensas e críticas, visão otimista sobre o mundo e excesso de comunicação.","Isolamento social/interação social prejudicada ocorre quando o indivíduo é colocado em local particular e tranquilo, que proporcione uma reflexão sobre sua vida.","Caso a pessoa apresente perda de peso, diminuição do tônus muscular e turgor, palidez cutânea, fraqueza e recusa em se alimentar, o enfermeiro deve elaborar o diagnóstico de nutrição alterada: menor que as necessidades do organismo.","O diagnóstico de déficit para o autocuidado (higiene e arrumação) deve estar presente, para pessoas que, além da depressão, tenham também um déficit cognitivo.",D,enfermeiro,instituto-aocp,concurso-publico-ebserh-nacional-edital-03-2015-area-assistencial,saude-mental,transtornos-mentais-e-comportamentais,2016,"A alternativa D associa corretamente sinais objetivos (perda de peso, palidez, fraqueza, recusa alimentar) ao diagnóstico de enfermagem ""nutrição alterada: menor que as necessidades do organismo"", sem exigir condições adicionais. As demais alternativas contêm erro conceitual: baixa autoestima cursa com visão PESSIMISTA (não otimista) e retraimento (não excesso) de comunicação; isolamento social é comportamento do paciente, não uma intervenção de colocá-lo em local isolado; e déficit de autocuidado na depressão decorre da própria falta de energia/motivação, não exige déficit cognitivo associado.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público 09/2015 – EBSERH/Concurso Nacional — Edital nº 03 (Enfermeiro - Saúde Mental),12,38,,"depressão,diagnóstico de enfermagem,NANDA",ACTIVE,banco-de-questoes-enfermagem,1.0
Assinale a alternativa correta sobre os medicamentos utilizados para tratamento dos transtornos de humor.,São exemplos de medicamentos inibidores seletivos de receptação de serotonina (ISRS) a Venlafaxina e a Duloxetina.,"São exemplos de inibidores seletivos da receptação de serotonina-norepinefrina (ISRSN) a Fluoxetina, o Citalopram, a Sertralina e a Paroxetina.","São exemplos de antidepressivos tricíclicos: Amitriptilina, Imipramina e a Nortriptilina.",As combinações psicoterapêuticas (associação de diferentes classes medicamentosas) não podem ser utilizadas para o tratamento de transtornos de ansiedade.,São exemplos de medicamentos inibidores seletivos de receptação de serotonina (ISRS) a Olanzapina e a Fluoxetina.,C,enfermeiro,instituto-aocp,concurso-publico-ebserh-nacional-edital-03-2015-area-assistencial,saude-mental,farmacologia-psiquiatrica,2016,"Amitriptilina, Imipramina e Nortriptilina são classicamente classificadas como antidepressivos tricíclicos. As demais alternativas trocam as classes: Venlafaxina/Duloxetina são ISRSN (não ISRS); Fluoxetina/Citalopram/Sertralina/Paroxetina são ISRS (não ISRSN); e Olanzapina é antipsicótico atípico, não um ISRS.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público 09/2015 – EBSERH/Concurso Nacional — Edital nº 03 (Enfermeiro - Saúde Mental),12,39,,"antidepressivos tricíclicos,ISRS,ISRSN",ACTIVE,banco-de-questoes-enfermagem,1.0
"Um paciente com transtorno depressivo maior tem a prescrição médica de sertralina 50 mg, 2 vezes/dia. Após quatro dias em utilização do medicamento, o paciente pergunta ao enfermeiro porque o medicamento ainda não o fez sentir-se melhor. Qual das alternativas a seguir apresenta a melhor explicação que o enfermeiro pode fornecer ao paciente?",O enfermeiro deve explicar que a ansiedade em melhorar rapidamente é devido ao diagnóstico de depressão.,O enfermeiro deve explicar que esse tipo de medicamento demora aproximadamente duas semanas para iniciar a melhora dos sintomas depressivos.,"O enfermeiro pode orientar o paciente a focar-se nos aspectos do tratamento que têm dado certo, ao invés de preocupar-se com aquilo que ainda não está bom.","O enfermeiro deve dizer ao paciente que irá informar ao médico, já que os sintomas depressivos ainda não diminuíram.","O enfermeiro pode explicar que para que o medicamento possa iniciar seu efeito esperado, é preciso que o paciente colabore, participando de atividades de recreação.",B,enfermeiro,instituto-aocp,concurso-publico-ebserh-nacional-edital-03-2015-area-assistencial,saude-mental,farmacologia-psiquiatrica,2016,"Antidepressivos ISRS como a sertralina apresentam início de efeito terapêutico gradual, tipicamente em torno de duas a quatro semanas — orientação psicoeducativa padrão para manejar a expectativa do paciente nos primeiros dias de tratamento, evitando descontinuação precoce.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público 09/2015 – EBSERH/Concurso Nacional — Edital nº 03 (Enfermeiro - Saúde Mental),12,40,,"sertralina,ISRS,psicoeducação",ACTIVE,banco-de-questoes-enfermagem,1.0
"Paciente do sexo feminino, 54 anos, com histórico de transtorno afetivo bipolar (TAB), dá entrada na unidade de emergência psiquiátrica e é admitida pelo enfermeiro do turno do dia. Ela se mostra agitada, andando de um lado para o outro, falando muito alto e rápido, gargalhando e exibindo-se aos homens do local. Encontra-se vestida com roupa provocante que revela partes do seu corpo, além de maquiagem exagerada para o momento. O discurso é repetitivo, porém eloquente e envolvente. Está acompanhada por sua filha, que conta que a mãe deixou de tomar os remédios, acreditando que não precisava mais deles. Também diz que a mãe se alimenta pouco e não dorme há alguns dias, apresentando perda de peso visível. Considerando o quadro apresentado pela paciente, é correto o enfermeiro passar o plantão para o enfermeiro do turno da noite da seguinte maneira:","""paciente em episódio maníaco de TAB, apresentando agitação psicomotora, delírios de grandeza, aumento da libido, sem uso de medicamentos em casa. Apresenta dificuldade para iniciar o sono e perda de apetite. Para esse quadro, elaborei os seguintes diagnósticos de enfermagem: risco de lesão relacionada à hiperatividade, nutrição alterada: menor que as necessidades do organismo e distúrbio do padrão de sono"".","""paciente em episódio depressivo de TAB, apresentando hipotimia, afeto embotado, agitação psicomotora e aumento da libido. Apresenta insônia e anorexia. Os diagnósticos de enfermagem que elaborei são: nutrição alterada: menor que as necessidades do organismo e distúrbio do padrão de sono"".","""paciente em episódio maníaco de TAB, eutímica, porém com agitação psicomotora, taquilalia e logorreia. Apresenta diminuição do sono e da alimentação, ausência do juízo crítico e delírios de grandeza. Para tanto, elaborei esses diagnósticos de enfermagem: risco de lesão relacionada à hiperatividade e padrão de sexualidade ineficaz"".","""paciente em episódio maníaco de TAB, apresentando hipertimia, agitação psicomotora, taquilalia e logorreia, com aumento da libido e da sexualidade. Não estava utilizando medicamentos em casa, estava sem dormir e sem comer. Para esse quadro, elaborei os seguintes diagnósticos de enfermagem: enfrentamento ineficaz e isolamento social"".","""paciente em episódio maníaco de TAB, apresentando hipertimia, agitação psicomotora, taquilalia e logorreia, com aumento da libido e sexualidade, sem uso de medicamentos em casa. Apresenta insônia e hiporexia, com emagrecimento. Os diagnósticos de enfermagem que elaborei são: risco de lesão relacionada à hiperatividade, nutrição alterada: menor que as necessidades do organismo e distúrbio do padrão de sono"".",E,enfermeiro,instituto-aocp,concurso-publico-ebserh-nacional-edital-03-2015-area-assistencial,saude-mental,transtornos-mentais-e-comportamentais,2016,"O caso descreve um episódio maníaco clássico (não depressivo: descarta B) — humor elevado/hipertimia, agitação psicomotora, fala rápida e pressionada (taquilalia/logorreia), comportamento sexualizado/exibicionista (aumento de libido e sexualidade), ausência de medicação, insônia e hiporexia com emagrecimento visível. A alternativa E é a única que reúne todos os achados corretamente e propõe diagnósticos de enfermagem coerentes (risco de lesão pela hiperatividade, nutrição alterada e distúrbio do sono); C erra ao descrever a paciente como ""eutímica"" (contradiz o humor elevado do caso) e D inclui ""isolamento social"", incompatível com o comportamento extrovertido/exibicionista relatado.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público 09/2015 – EBSERH/Concurso Nacional — Edital nº 03 (Enfermeiro - Saúde Mental),13,41,,"transtorno afetivo bipolar,episódio maníaco,diagnóstico de enfermagem",ACTIVE,banco-de-questoes-enfermagem,1.0
"""O uso de benzodiazepínicos (BZD) não deve ser prolongado, a fim de se evitar o risco de dependência"". Essa afirmação está","correta, pois os sintomas ansiosos geralmente melhoram mais rápido que outros sintomas; assim, o uso prolongado não é justificado.","incorreta, pois o uso dos medicamentos deve ser contínuo, dependendo da gravidade da doença; o risco de dependência não precisa ser prioridade no tratamento.","correta, pois essa classe de fármacos tem a dependência física como um dos efeitos adversos; além de evitar o uso prolongado, deve-se diminuir gradativamente a dose, para evitar a síndrome de abstinência.","incorreta, pois o risco de dependência acontece somente se o medicamento for administrado em doses muito altas.","correta, pois essa classe de fármacos tem a dependência física como um dos efeitos adversos; assim, o BZD deve ser retirado de uma vez, o mais rápido possível, para evitar que a dependência se instale.",C,enfermeiro,instituto-aocp,concurso-publico-ebserh-nacional-edital-03-2015-area-assistencial,saude-mental,farmacologia-psiquiatrica,2016,"Benzodiazepínicos apresentam risco real de dependência física mesmo em doses terapêuticas com uso prolongado; a retirada deve ser sempre gradual (nunca abrupta), justamente para prevenir síndrome de abstinência — o que torna E (retirada abrupta) tecnicamente perigosa e incorreta, restando C como a única alternativa completa e segura.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público 09/2015 – EBSERH/Concurso Nacional — Edital nº 03 (Enfermeiro - Saúde Mental),13,42,,"benzodiazepínicos,dependência,síndrome de abstinência",ACTIVE,banco-de-questoes-enfermagem,1.0
"São critérios diagnósticos para o transtorno de identidade dissociativa (TID), antigamente conhecido como distúrbio de personalidade múltipla, EXCETO","presença de dois ou mais estados de personalidade diferentes, cada um com seu padrão relativamente persistente de percepção da realidade.","os diferentes estados de personalidade, de maneira recorrente, assumem o controle do comportamento do indivíduo.","quando um dos estados de personalidade assume o controle, há a incapacidade de recordar informações pessoais importantes e muito significativas da personalidade primária.","o indivíduo vivencia os vários estados de personalidade concomitantemente, tornando tarefa difícil para o avaliador diferenciar o TID do transtorno afetivo bipolar.","o TID não pode ser resultado fisiológico direto do uso de substância psicoativa ou de condição clínica geral (crises convulsivas parciais, por exemplo).",D,enfermeiro,instituto-aocp,concurso-publico-ebserh-nacional-edital-03-2015-area-assistencial,saude-mental,transtornos-mentais-e-comportamentais,2016,"No Transtorno de Identidade Dissociativa os estados de personalidade alternam-se, assumindo o controle um de cada vez (não concomitantemente) — a afirmação de vivência simultânea das personalidades é o critério tecnicamente incorreto, por isso é a alternativa ""EXCETO"" (que não corresponde a um critério diagnóstico real).",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público 09/2015 – EBSERH/Concurso Nacional — Edital nº 03 (Enfermeiro - Saúde Mental),13,43,,"transtorno de identidade dissociativa,critérios diagnósticos",ACTIVE,banco-de-questoes-enfermagem,1.0
"Sobre os transtornos somatoformes, preencha as lacunas e assinale a alternativa correta. O transtorno de somatização é uma síndrome de diversos __________________ que não podem ser explicados por _______________ e que estão associados a __________________ e a uma procura insistente pelos serviços de saúde. Geralmente os transtornos de somatização são acompanhados pela _____________, caracterizada pela interpretação irrealista de sintomas físicos, que leva à _______________ de ter uma doença grave.",sintomas físicos / exames e história clínica / estresse emocional / hipocondria / preocupação,sintomas físicos / exames laboratoriais / estresse emocional / mania / preocupação,sintomas psíquicos / exames de imagem / estresse emocional / depressão / preocupação,sintomas físicos / exames e história clínica / estresse emocional / hipocondria / confirmação,sintomas físicos / exames e história clínica / cansaço físico / histeria / preocupação,A,enfermeiro,instituto-aocp,concurso-publico-ebserh-nacional-edital-03-2015-area-assistencial,saude-mental,transtornos-mentais-e-comportamentais,2016,"O transtorno de somatização caracteriza-se por sintomas físicos não explicados por exames e história clínica, associados a estresse emocional e busca frequente por serviços de saúde, comumente acompanhado de hipocondria (preocupação com ter doença grave, não confirmação dela) — combinação exata da alternativa A.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público 09/2015 – EBSERH/Concurso Nacional — Edital nº 03 (Enfermeiro - Saúde Mental),13,44,,"transtorno de somatização,hipocondria",ACTIVE,banco-de-questoes-enfermagem,1.0
"O transtorno de personalidade borderline é caracterizado por um padrão de relacionamentos intensos e caóticos, com instabilidade afetiva e atitudes flutuantes em direção a outras pessoas. Considerando essas informações, assinale a alternativa que apresenta comportamentos esperados para uma pessoa com transtorno de personalidade borderline e as atitudes mais adequadas do enfermeiro frente a esses comportamentos.","Recusa em permanecer sozinho em um ambiente, afirmando que é solitário demais. O enfermeiro deve estimular a interação social com os demais pacientes.","Cortar os pulsos com lâminas, logo após ter discutido o projeto terapêutico com a equipe. O enfermeiro deve realizar o atendimento de urgência e, após, conversar com o paciente sobre tal comportamento.",Cumprir as normas e rotinas do setor. O enfermeiro deve estimular que o paciente verbalize suas vontades.,Manipular os funcionários do setor para que satisfaçam suas vontades. O enfermeiro deve estimular os funcionários a ignorarem o paciente.,Descumprir as normas e rotinas do setor. O enfermeiro deve estabelecer contratos de convivência e aplicar punições em casos de descumprimento.,B,enfermeiro,instituto-aocp,concurso-publico-ebserh-nacional-edital-03-2015-area-assistencial,saude-mental,transtornos-mentais-e-comportamentais,2016,"Automutilação após conflito com a equipe é comportamento característico do transtorno borderline (impulsividade e instabilidade emocional diante de rejeição/frustração percebida); a conduta correta do enfermeiro é priorizar o atendimento de urgência à lesão e, somente depois, processar terapeuticamente o comportamento com o paciente — sequência clinicamente segura e coerente com manejo de crise.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público 09/2015 – EBSERH/Concurso Nacional — Edital nº 03 (Enfermeiro - Saúde Mental),14,45,,"transtorno de personalidade borderline,automutilação",ACTIVE,banco-de-questoes-enfermagem,1.0
Assinale a alternativa que apresenta informações corretas sobre a interconsulta psiquiátrica em hospital geral.,"A interconsulta tem como objetivo principal realizar o diagnóstico de transtorno mental, a fim de aliviar a equipe de saúde solicitante.",A interconsulta psiquiátrica tem como objetivo principal realizar pesquisas com pacientes psiquiátricos internados em hospital geral.,A interconsulta preocupa-se com os aspectos da doença mental que podem auxiliar na melhora da doença física.,"A interconsulta psiquiátrica promove a assistência psicossocial do paciente e trabalha a relação dele com a equipe solicitante, esclarecendo dúvidas quanto ao diagnóstico.",A interconsulta psiquiátrica é atividade privativa do médico psiquiatra ou residente em medicina psiquiátrica.,D,enfermeiro,instituto-aocp,concurso-publico-ebserh-nacional-edital-03-2015-area-assistencial,saude-mental,principios-da-enfermagem-psiquiatrica-e-comunicacao-terapeutica,2016,"A interconsulta psiquiátrica em hospital geral tem caráter amplo, promovendo a assistência psicossocial do paciente e apoiando a relação terapêutica com a equipe solicitante, indo além do mero diagnóstico (não visa apenas ""aliviar"" a equipe), não é pesquisa, não se restringe à melhora da doença física isoladamente, e não é atividade privativa exclusiva do médico psiquiatra (a equipe multiprofissional, incluindo enfermagem, participa desse processo).",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público 09/2015 – EBSERH/Concurso Nacional — Edital nº 03 (Enfermeiro - Saúde Mental),14,46,,"interconsulta psiquiátrica,hospital geral",ACTIVE,banco-de-questoes-enfermagem,1.0
"Um paciente dá entrada no pronto-socorro, trazido pelo SAMU, após tentativa de suicídio com ferimentos profundos em ambos os pulsos, realizados por faca de cozinha e com grande perda de sangue. Ele apresenta-se calmo, com afeto embotado, pouco comunicativo e sem manter contato visual. Assinale a alternativa em que a assistência de enfermagem em situação de urgência psiquiátrica está descrita de maneira mais adequada.","Monitorizar pressão arterial, frequência cardíaca e respiratória, avaliar o nível de consciência, manter comunicação frequente e manter objetos cortantes fora do alcance.","Conversar com o paciente, a fim de identificar a permanência das ideias suicidas.","Monitorizar os sinais vitais e nível de consciência, realizar curativo compressivo e contenção mecânica no leito.","Realizar a contenção mecânica no leito e, somente após, colher a história do incidente.","Monitorizar os sinais vitais, avaliar o nível de consciência, evitar manter contato ocular e garantir a segurança do paciente.",A,enfermeiro,instituto-aocp,concurso-publico-ebserh-nacional-edital-03-2015-area-assistencial,saude-mental,intervencao-em-crise-e-emergencias-psiquiatricas,2016,"Para um paciente calmo e cooperativo após tentativa de suicídio, a conduta mais adequada prioriza monitorização hemodinâmica (vitais), avaliação neurológica, comunicação terapêutica contínua e remoção de objetos de risco do ambiente — sem recorrer a contenção mecânica (medida excessiva para paciente calmo, presente nas alternativas C e D) nem evitar contato visual (o que prejudicaria, e não favoreceria, a comunicação terapêutica, como sugerido em E).",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público 09/2015 – EBSERH/Concurso Nacional — Edital nº 03 (Enfermeiro - Saúde Mental),14,47,,"tentativa de suicídio,urgência psiquiátrica,segurança do paciente",ACTIVE,banco-de-questoes-enfermagem,1.0
"Uma paciente está internada em uma enfermaria psiquiátrica de um hospital geral, devido à tentativa de afogamento de seu filho recém-nascido de apenas 4 dias de vida. Em determinado momento, a enfermeira responsável pelo setor se recusa a solicitar a dieta à paciente, alegando que a mesma encontra-se em isolamento social, não desejando alimentar-se. A enfermeira, também, ao avaliar as mamas da paciente, percebe a presença de ingurgitamento, edema e dor, porém não prescreve nenhum cuidado, dizendo que esses sinais irão desaparecer em breve. A paciente culmina por apresentar febre e dor intensa, necessitando de cuidados de urgência. A equipe de saúde demonstrou preocupação ao saber que a enfermeira agiu dessa forma por não aceitar a atitude da paciente para com o filho. Sobre a conduta da enfermeira, é correto afirmar que","ela agiu corretamente, pois deve estar atenta aos aspectos cognitivos e comportamentais, já que nessa situação, o ingurgitamento mamário e nutrição não são prioridades.",é um direito do profissional distanciar-se de pacientes com os quais não houve empatia.,trata-se de um caso de negligência (não oferecer alimentação) e imperícia (não prestar assistência quanto ao ingurgitamento das mamas).,"a profissional apresentou atitudes repreensíveis que devem, porém, ser compreendidas pela equipe de saúde, uma vez que a paciente realizou um ato de extrema crueldade.",apenas será considerado um caso de negligência e imperícia se a família realizar uma denúncia ao Conselho Regional de Enfermagem.,C,enfermeiro,instituto-aocp,concurso-publico-ebserh-nacional-edital-03-2015-area-assistencial,saude-mental,etica-profissional-em-enfermagem-psiquiatrica,2016,"A conduta da enfermeira configura falha ética e legal grave: omitir cuidado básico de alimentação e não tratar uma complicação física evidente (ingurgitamento mamário) por juízo pessoal sobre o comportamento da paciente. A alternativa C é a única que reconhece a falta profissional (a literatura de enfermagem costuma classificar a omissão de cuidado como negligência), rejeitando corretamente as demais alternativas, que tentam justificar, minimizar ou condicionar indevidamente a responsabilidade profissional a uma denúncia formal.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público 09/2015 – EBSERH/Concurso Nacional — Edital nº 03 (Enfermeiro - Saúde Mental),15,48,,"ética em enfermagem,negligência,responsabilidade profissional",ACTIVE,banco-de-questoes-enfermagem,1.0
