statement,alternative_a,alternative_b,alternative_c,alternative_d,alternative_e,correct_answer,position,board,contest,subject,topic,year,explanation,organization,exam,page,question,references,keywords,status,package,package_version
"Sobre Educação em Saúde, analise as afirmativas abaixo e dê valores Verdadeiro (V) ou Falso (F). ( ) A educação na saúde consiste na produção e sistematização de conhecimentos relativos à formação e ao desenvolvimento para a atuação em saúde, envolvendo práticas de ensino, diretrizes didáticas e orientação curricular. ( ) Também conhecida como educação no trabalho em saúde, a educação na saúde apresenta apenas a modalidade de educação continuada. ( ) A educação continuada contempla as atividades que possui período definido para execução e utiliza, em sua maior parte, os pressupostos da metodologia de ensino tradicional, como exemplo as ofertas formais nos níveis de pós- graduação. Assinale a alternativa que apresenta a sequência correta de cima para baixo.",F - V - V,V - V - F,V - F - V,F - F - V,,C,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,fundamentos-de-enfermagem,comunicacao-terapeutica,2022,Educação em saúde integra promoção e participação; afirmativas V/F conforme alternativa C.,,,13,67,,educacao em saude; promocao saude; comunicacao; sus; difficulty:Média,ACTIVE,,
"Foi prescrita a posição ______, na qual o paciente deverá ser colocado em decúbito dorsal horizontal, com o corpo inclinado, de forma que a cabeça fique em nível mais baixo em relação ao corpo. Assinale a alternativa que preencha corretamente a lacuna.",Fowler,Trendelenburg,Genupeitoral,Litotomia,,B,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,fundamentos-de-enfermagem,mobilizacao-e-transporte-do-paciente,2022,Posição de Fowler: decúbito dorsal com elevação do tronco; alternativa B.,,,13,68,,posicao fowler; decubito; posicionamento; paciente; difficulty:Média,ACTIVE,,
Assinale a alternativa que contemple uma assistência de enfermagem correta para um paciente que apresenta hipertermia.,Aquecer o paciente com agasalhos e cobertores,Aumentar a ingesta líquida e repouso,Manter o ambiente aquecido,Ingestão de alimentos quentes 12 IBFC_11,,B,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,fundamentos-de-enfermagem,sinais-vitais,2022,Assistência ao paciente com hipertermia inclui medidas da alternativa B.,,,13,69,,hipertermia; febre; cuidados enfermagem; termorregulacao; difficulty:Média,ACTIVE,,
"O processamento de produtos constitui a prática de descontaminar e preparar produtos utilizados no apoio ao diagnóstico e terapia e na assistência aos pacientes, como cirurgias, procedimentos e alguns tipos de exames, de forma a garantir a reutilização ou descarte seguro destes produtos em serviços prestados por profissionais de saúde em hospitais, clínicas, consultórios médicos, odontológicos, entre outros. Sobre o processamento dos produtos para saúde, assinale a alternativa correta.","O Serviço de Saúde não será co-responsável pela segurança do processamento dos produtos para saúde, realizado por empresa processadora por ele contratada","Produtos para saúde utilizados na assistência ventilatória e inaloterapia, deverão ser submetidos à desinfecção por métodos de imersão química líquida com a utilização de saneantes a base de aldeídos",O processamento de produtos deve seguir um fluxo direcionado sempre da área limpa para a área suja,"Produtos para saúde classificados como não- críticos devem ser submetidos, no mínimo, ao processo de limpeza",,D,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,centro-cirurgico-e-cme,central-de-material-esterilizado,2022,Processamento envolve descontaminação e preparo de produtos para saúde; alternativa D.,,,14,70,,processamento produtos; descontaminacao; cme; esterilizacao; difficulty:Média,ACTIVE,,
"Sobre a esterilização dos produtos para saúde realizada em Centro de Material e Esterilização (CME), assinale a alternativa correta.","É obrigatório realizar o ciclo de esterilização a vapor para uso imediato, no primeiro ciclo do dia",É permitido o uso de autoclave gravitacional de capacidade superior a 100 litros,É permitido o uso de estufas para a esterilização de produtos para saúde,"É obrigatório a realização de teste para avaliar o desempenho do sistema de remoção de ar (Bowie & Dick) da autoclave assistida por bomba de vácuo, no primeiro ciclo do dia",,D,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,centro-cirurgico-e-cme,central-de-material-esterilizado,2022,Esterilização em CME segue normas técnicas; alternativa D correta.,,,14,71,,esterilizacao; cme; produtos saude; controle; difficulty:Média,ACTIVE,,
Assinale a alternativa que contemple um material de saúde do tipo crítico.,Cânula de Guedel,Comadres,Vidraria para aspiração,Copos e talheres,,C,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,centro-cirurgico-e-cme,central-de-material-esterilizado,2022,Material crítico entra em contato com tecido estéril; alternativa C.,,,14,72,,material critico; esterilizacao; classificacao spaulding; produtos saude; difficulty:Média,ACTIVE,,
"Considerando a Resolução nº 0509/2016, que trata da Anotação de Responsabilidade Técnica, pelo Serviço de Enfermagem, bem como, as atribuições do Responsável Técnico, assinale a alternativa correta.","A Certidão de Responsabilidade Técnica (CRT) é um documento emitido pelo Conselho Federal de Enfermagem, pelo qual se materializa o ato administrativo de concessão de Anotação de Responsabilidade Técnica pelo Serviço de Enfermagem","O Responsável Técnico deve ser profissional de nível superior da área da Saúde, preferencialmente da Enfermagem","O Responsável Técnico tem sob sua responsabilidade o planejamento, organização, direção, coordenação, execução e avaliação dos serviços de Enfermagem, a quem é concedida, pelo Conselho Regional de Enfermagem",A Anotação de Responsabilidade Técnica (ART) terá validade de 24 meses; e a Certidão de Responsabilidade Técnica (CRT) terá validade de 5 (cinco) anos,,C,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,etica-e-legislacao-em-enfermagem,enfermagem-em-auditoria-resolucao-cofen,2022,Resolução COFEN 509/2016 trata de ART do serviço de enfermagem; alternativa C.,,,14,73,,art; responsabilidade tecnica; cofen; norma:res-cofen-509-2016; difficulty:Média,ACTIVE,,
"O técnico de Enfermagem assumiu plantão às 19 horas para cumprir a jornada noturna de 12 horas. Após o recebimento do plantão, já havia passado por outra jornada diurna de trabalho e se encontrava exausto, desta forma foi descansar na sala de TV e acabou cochilando e deixando de fazer as medicações e realizar o controle dos sinais vitais das 20 horas dos pacientes da unidade. Por volta das 23 horas o paciente RTF, 59 anos, apresentou parada cardiorrespiratória sendo atendido pelo médico, porem acabou indo à óbito. Foi constatado pelo médico que o paciente apresentou PCR por não ter recebido o medicamento prescrito e não ter realizado o controle dos sinais vitais do paciente pelo técnico de enfermagem. Considerando a falha do profissional no aspecto ético, é correto afirmar que trata-se de:",negligência,imprudência,imperícia,homicídio culposo,,A,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,etica-e-legislacao-em-enfermagem,lei-7498-1986-exercicio-profissional-de-enfermagem,2022,Atribuições do técnico em plantão noturno conforme Lei 7.498/86; alternativa A.,,,14,74,,tecnico enfermagem; plantao; jornada; atribuicoes; difficulty:Média,ACTIVE,,
"A prática do trabalho em equipe de saúde e de Enfermagem teve seu início em 1950, em um cenário de mudanças das concepções de saúde e doença e, do modo de organização dos serviços de saúde. Considerando a organização de trabalho por equipe denominada integração, assinale a alternativa correta.",Almeja a articulação das ações e de interação dos profissionais,"Ocorre justaposição das ações, permitindo exclusivamente o agrupamento de agentes envolvidos","Ocorre polarização de uma parte do grupo, com tendência a especialização das ações","Ocorre a desfragmentação das ações, por formação de pequenos grupos especializados",,A,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,fundamentos-de-enfermagem,historia-da-enfermagem,2022,Prática de trabalho em equipe de saúde teve marco na década de 1950; alternativa A.,,,14,75,,trabalho em equipe; enfermagem; historia; equipe de saude; difficulty:Média,ACTIVE,,
"Hospitais magnéticos caracterizam-se pela plena estrutura organizacional, que fornece subsídios ao desenvolvimento do profissional, a partir do investimento em formação e em educação permanente. Dessa forma, possibilita tomada de decisão baseada em evidências. Considerando características-chave de um hospital magnético, assinale a alternativa correta.","O médico é responsável pelas atividades relacionadas ao cuidado do paciente, sendo que o Enfermeiro não possui autonomia por sua prática","Estrutura organizacional centralizada, permitindo maior controle sobre o ambiente de trabalho imediato e forte envolvimento da enfermagem na estrutura central da instituição","Estilo de administração participativo, caracterizado pelo envolvimento da equipe em todos os níveis",Os Enfermeiros não possuem permissão para desenvolver o julgamento independente IBFC_11 13,,C,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,administracao-em-enfermagem,enfermeiro-gestor,2022,Hospitais magnéticos possuem estrutura organizacional que subsidia prática de enfermagem; alternativa C.,,,14,76,,hospital magnetico; gestao; qualidade; enfermagem; difficulty:Média,ACTIVE,,
"O conhecimento do desenvolvimento normal da criança possibilita a identificação de atrasos, desvios e transtornos que permeiam o processo biopsicossocial. O ______ é desencadeado por algum estímulo brusco como bater palmas, estirar bruscamente o lençol onde a criança está deitada ou soltar os braços semiesticados quando se faz a avaliação da preensão palmar. O reflexo consiste em uma resposta de extensão-abdução dos membros superiores (eventualmente dos inferiores), ou seja, na primeira fase os braços ficam estendidos e abertos, com abertura dos dedos da mão, e em seguida de flexão-adução dos braços, com retorno à posição original. Assinale a alternativa que preencha corretamente a lacuna.",reflexo abstrato,reflexo de Moro,reflexo da comunicação visual,reflexo de Bournout,,B,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,saude-da-crianca-e-do-adolescente,crescimento-e-desenvolvimento-infantil,2022,Conhecimento do desenvolvimento normal permite identificar atrasos e desvios; alternativa B.,,,15,77,,desenvolvimento infantil; marcos; atrasos; crianca; difficulty:Média,ACTIVE,,
"A Política Nacional de Práticas Integrativas e Complementares (PNPIC) define responsabilidades institucionais para a implantação e implementação das Práticas Integrativas e Complementares (PICS) e orienta que estados, distrito federal e municípios instituam suas próprias normativas trazendo para o Sistema Único de Saúde (SUS) práticas que atendam às necessidades regionais. Uma das PICS é ______, que é uma prática de imposição de mãos que usa a aproximação ou o toque sobre o corpo da pessoa com a finalidade de estimular os mecanismos naturais de recuperação da saúde. Baseado na concepção vitalista de saúde e doença também presente em outros sistemas terapêuticos, considera a existência de uma energia universal canalizada que atua sobre o equilíbrio da energia vital com o propósito de harmonizar as condições gerais do corpo e da mente de forma integral. Assinale a alternativa que preencha corretamente a lacuna.",Yoga,Shantala,Quiropraxia,Reiki,,D,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,legislacao-do-sus,politica-nacional-de-praticas-integrativas-e-complementares-pnpic,2022,PNPIC define responsabilidades institucionais para PICS no SUS; alternativa D.,,,15,78,,pnpic; praticas integrativas; sus; responsabilidades; difficulty:Média,ACTIVE,,
"Paciente CCR, internado no leito 12, da unidade de Clínica Médica, foi prescrito 6.000.000 UI de Penicilina Cristalina (PC) para correr um volume total de 100 mL em uma hora. A Unidade dispõe de frasco-ampola de PC de 10.000.000 UI. Para o preparo deste medicamento, é necessário adicionar ______ de diluente ao frasco-ampola de PC e aspirar ______ para administrar a dose prescrita. O gotejamento do soro será de ______. Assinale a alternativa que preencha correta e respectivamente as lacunas.",5 mL / 3 mL / 99 gotas/minuto,8 mL / 5 mL / 66 gotas/minuto,6 mL / 6 mL / 33 gotas/minuto,10 mL / 6 mL / 99 gotas/minuto,,C,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,fundamentos-de-enfermagem,administracao-de-medicamentos,2022,Cálculo e diluição de 6.000.000 UI de Penicilina Cristalina conforme protocolo; alternativa C.,,,15,79,,penicilina cristalina; diluicao; ui; prescricao; difficulty:Difícil,ACTIVE,,
"O Eletrocardiograma (ECG) é considerado o exame padrão-ouro para o diagnóstico não invasivo das arritmias cardíacas. Considerando a figura abaixo, que apresenta as seguintes características: frequência muito rápida e desorganizada, intervalo R-R irregular e dificuldade em identificar complexos QRS distintos –, a denominação dada a esse ritmo cardíaco é: Fonte: https://www.ambulancetechnicianstudy.co.uk/rhythms.html apud Camparo, CRV; e col. Guia de bolso para assistência de Enfermagem em Emergência (2017), pag.63",Fibrilação ventricular,Bloqueio atrioventricular de 2º grau,Taquicardia ventricular monomórfica,"Bradicardia sinusal 14 IBFC_11 PROVA DISCURSIVA – REDAÇÃO Texto I EPIDEMIA DOS CIGARROS ELETRÔNICOS Os cigarros eletrônicos podem colocar em risco anos de campanhas bem-sucedidas de combate ao fumo no país. (Por Dr. Drauzio Varella) Os cigarros eletrônicos estão criando uma legião de novos dependentes de nicotina. Vamos perder décadas de trabalho educativo no combate ao fumo. Venho repetindo, nesta coluna e em outros espaços, que, descontada a escravidão, o cigarro foi o maior crime continuado da história do capitalismo internacional. Que outro seria comparável ao de investir fortunas em publicidade, criar lobbies para corromper autoridades, pressionar financeiramente a imprensa para não divulgar os malefícios do fumo, contratar cientistas de aluguel para contestar as pesquisas que o ligavam ao câncer, às doenças cardiovasculares, pulmonares e a tantas outras que encurtam a vida dos usuários crônicos em pelo menos dez anos? Essas ações criminosas foram perpetradas, no decorrer de décadas, com um único objetivo: tornar dependentes de nicotina crianças e adolescentes ingênuos e desinformados. [...] O combate ao fumo começou a se estruturar em nosso país a partir dos anos 1970. Eram iniciativas isoladas, que partiam de algumas entidades apoiadas pelo Ministério da Saúde. As campanhas educativas só ganharam abrangência nacional, quando proibimos a propaganda nos meios de comunicação. Sem a possibilidade de subornar a mídia com campanhas milionárias, sobrou apenas aos fabricantes a oportunidade de fazer propaganda nos pontos de venda: padarias e bares nos quais exibem os maços em meio às balas e chocolates tão a gosto da criançada que eles pretendem viciar. Enquanto nossos olhos estavam voltados para a pandemia do coronavírus, a indústria do fumo produziu em larga escala dispositivos para administrar nicotina, que viraram moda entre crianças e adolescentes. O país realizou um grande esforço educacional para desconstruir a imagem criada pela publicidade perversa que associava o cigarro à liberdade, a mulheres lindas e homens maduros que faziam sucesso entre elas. Com perseverança conseguimos mostrar o que o fumo realmente é: um vício chinfrim que provoca hálito repulsivo, mau cheiro no corpo, tosse com secreção e pele com aparência doentia. Hoje, pouco menos de 10% dos brasileiros com mais de 15 anos são fumantes. Fumamos menos do que nos Estados Unidos e do que em todos os países europeus. A OMS e as agências internacionais reconhecem o programa brasileiro de combate ao fumo como um dos melhores do mundo. Com a queda nas vendas, as companhias foram atrás de outras estratégias para repor o número dos que se livram do cigarro e dos usuários crônicos que morrem por ter fumado. A principal delas foi a de investir nas empresas que comercializavam cigarros eletrônicos. A desculpa seria a de reduzir danos: se o fumo causa tantos males, por que não fumar nicotina sem o alcatrão e outros compostos cancerígenos? Os estudos nunca demonstraram que o impacto dos eletrônicos como método para chegar à abstinência foi significante, mas o sucesso entre os jovens do mundo inteiro é incontestável. Meninas e meninos, que jamais colocariam um cigarro na boca, aderiram em massa aos eletrônicos, com a mesma ingenuidade e desinformação dos meus 17 anos. A maioria acha que está fumando um vaporzinho inofensivo. Poucos sabem que se trata de vapor de nicotina em concentrações muito mais altas do que as do cigarro convencional. Entre nós, o número dos que aderiram aos eletrônicos é assustador. Esta semana gravamos para o “Fantástico” um especial sobre o tema. Nas escolas, nas comunidades periféricas e nos bairros de classe média alta a prevalência dos eletrônicos é enorme. Estamos diante de uma epidemia que se alastra sem controle. Fumam nas baladas, nos bares, na rua, nos banheiros das escolas, em ambientes fechados na frente de crianças, grávidas e pessoas de idade, e até no quarto de casa sem que os pais percebam, porque os fabricantes acrescentam essências perfumadas para disfarçar o odor e atrair a criançada. Disponível em: https://drauziovarella.uol.com.br/drauzio/artigos/epidemia-dos-cigarros-eletronicos/ Acesso em 26/07/2022 IBFC_11 15 Texto II Disponível em: https://www.poder360.com.br/saude/20-dos-jovens-ja-fumaram-cigarros-eletronicos-diz-pesquisa/. Acesso em: 26/07/2022 Após anos de campanhas contra o tabagismo, a sociedade brasileira vê-se diante de um novo desafio: conscientizar os jovens acerca do uso dos cigarros eletrônicos. Considerando as ideias apresentadas pelos textos motivadores e sua visão de mundo, escreva, em registro formal da Língua, um texto dissertativo- argumentativo, que contenha entre 20 e 30 linhas a respeito do seguinte tema: “A importância da informação na relação dos jovens com os cigarros”. 16 IBFC_11 Transcreva a redação de mínimo 20 linhas e no máximo 30 linhas, com caneta azul ou preta, para o cartão de respostas. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30",,A,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,fundamentos-de-enfermagem,metodos-diagnosticos-complementares,2022,ECG é padrão-ouro não invasivo para arritmias cardíacas; alternativa A.,,,15,80,,ecg; eletrocardiograma; arritmias; diagnostico; difficulty:Média,ACTIVE,,
